ID,CATEGORY1_ID,CATEGORY2_ID,ATTRIBUTE_ID,SL,IS_KEY,IS_POST,CODE,EXTENDABLE,ROLE_CODES,REG_VIOLATION,POSSIBLE_VIOLATION,CLIN_SIGNIFICANT,SIGNIFICANT_ERROR,MISADMIN,RECORDABLE,INTENT_METHOD_APPLICABLE,CORRECTION_ROLES,ACR_STANDARDS,ACRO_STANDARDS,JCAHO_STANDARDS,FDA_STANDARDS,CMS_STANDARDS,STATE_STANDARDS,NRC_STANDARDS,AAPM_STANDARDS,RPS_STANDARDS,OCCURRENCE,DETECTION,IAEA_STANDARDS
0-10391-10506-10538,10391,10506,10538,3,0,0,,0,A,0,0,0,0,0,0,1,DP,Pre-Tx Stds\ACR Pre Std19.htm,Pre-Tx Stds\ACRO Pre Std11.htm,,,,,,,,2,1,NULL
0-10391-10506-10539,10391,10506,10539,3,0,0,,0,A,0,0,0,0,0,0,1,DP,Pre-Tx Stds\ACR Pre Std19.htm,Pre-Tx Stds\ACRO Pre Std11.htm,,,,,,,,2,1,NULL
0-10391-10506-12267,10391,10506,12267,5,0,0,,0,A,0,0,0,0,0,0,1,DP,Pre-Tx Stds\ACR Pre Std19.htm,Pre-Tx Stds\ACRO Pre Std11.htm,,,,,,,,3,1,NULL
0-10391-10506-12268,10391,10506,12268,1,0,0,,1,A,0,0,0,0,0,0,1,DP,,,,,,,,,,1,1,NULL
0-10391-10506-12269,10391,10506,12269,2,0,0,,1,A,0,0,0,0,0,0,1,DP,,,,,,,,,,1,1,NULL
0-10391-10506-12270,10391,10506,12270,3,0,0,,1,A,0,0,0,0,0,0,1,DP,,,,,,,,,,1,1,NULL
0-10391-10506-12271,10391,10506,12271,4,0,0,,1,A,0,0,0,0,0,0,1,DP,,,,,,,,,,1,1,NULL
0-10391-10506-12272,10391,10506,12272,5,0,0,,1,A,0,0,0,0,0,0,1,DP,,,,,,,,,,1,1,NULL
0-10391-10545-10546,10391,10545,10546,4,0,0,,0,A,0,0,0,0,0,0,1,DP,Pre-Tx Stds\ACR Pre Std19.htm,,,,,,,,,2,2,NULL
0-10391-10545-10547,10391,10545,10547,4,0,0,,0,A,0,0,0,0,0,0,1,DP,Pre-Tx Stds\ACR Pre Std19.htm,,,,,,,,,2,2,NULL
0-10391-10545-12273,10391,10545,12273,4,0,0,,0,A,0,0,0,0,0,0,1,DP,Pre-Tx Stds\ACR Pre Std19.htm,,,,,,,,,2,2,NULL
0-10391-10545-12274,10391,10545,12274,1,0,0,,1,A,0,0,0,1,0,0,1,DP,,,,,,,,,,1,1,NULL
0-10391-10545-12275,10391,10545,12275,2,0,0,,1,A,0,0,0,0,0,0,1,DP,,,,,,,,,,1,1,NULL
0-10391-10545-12276,10391,10545,12276,3,0,0,,1,A,0,0,0,0,0,0,1,DP,,,,,,,,,,1,1,NULL
0-10391-10545-12277,10391,10545,12277,4,0,0,,1,A,0,0,0,0,0,0,1,DP,,,,,,,,,,1,1,NULL
0-10391-10545-12278,10391,10545,12278,5,0,0,,1,A,0,0,0,0,0,0,1,DP,,,,,,,,,,1,1,NULL
0-10682-10685-12279,10682,10685,12279,4,0,0,,0,A,0,0,0,0,0,0,1,G,Pre-Tx Stds\ACR Pre Std6.htm,,,,,,,,,2,3,NULL
0-10682-10685-12280,10682,10685,12280,3,0,0,,0,A,0,0,0,0,0,0,1,G,Pre-Tx Stds\ACR Pre Std3.htm,,,,,,,,,2,3,NULL
0-10682-10685-12281,10682,10685,12281,3,0,0,,0,A,0,0,0,0,0,0,1,EGN,Pre-Tx Stds\ACR Pre Std17.htm,Pre-Tx Stds\ACRO Pre Std5.htm,,,,,,,,2,1,NULL
0-10682-10685-12282,10682,10685,12282,4,0,0,,0,A,0,0,0,0,0,0,1,GN,Pre-Tx Stds\ACR Pre Std5.htm,,,,,,,,,3,2,NULL
0-10682-10685-12283,10682,10685,12283,5,0,0,,0,A,0,0,0,0,0,0,1,GN,Pre-Tx Stds\ACR Pre Std5.htm,,,,,,,,,3,2,NULL
0-10682-10685-12284,10682,10685,12284,4,0,0,,0,A,0,0,0,0,0,0,1,K,,,,,,,,,,1,3,NULL
0-10682-10685-12285,10682,10685,12285,3,0,0,,0,A,0,0,0,0,0,0,1,G,,,,,,,,,,1,3,NULL
0-10682-10685-12286,10682,10685,12286,3,0,0,,0,A,0,0,0,0,0,0,1,G,,,,,,,,,,1,3,NULL
0-10682-10685-12287,10682,10685,12287,4,0,0,,0,A,0,0,0,0,0,0,1,M,Pre-Tx Stds\ACR Pre Std2.htm,Pre-Tx Stds\ACRO Pre Std2.htm,,,,,,,,1,1,NULL
0-10682-10685-12288,10682,10685,12288,4,0,0,,0,A,0,0,0,0,0,0,1,M,Pre-Tx Stds\ACR Pre Std30.htm,Pre-Tx Stds\ACRO Pre Std4.htm,,,,,,,,2,2,NULL
0-10682-10685-12289,10682,10685,12289,4,0,0,,0,A,0,0,0,0,0,0,1,M,Pre-Tx Stds\ACR Pre Std30.htm,Pre-Tx Stds\ACRO Pre Std4.htm,,,,,,,,2,2,NULL
0-10682-10685-12290,10682,10685,12290,4,0,0,,0,A,0,0,0,0,0,0,1,M,Pre-Tx Stds\ACR Pre Std30.htm,Pre-Tx Stds\ACRO Pre Std4.htm,,,,,,,,2,2,NULL
0-10682-10685-12296,10682,10685,12296,2,0,0,,0,A,0,0,0,0,0,0,1,GN,,,,,,,,,,2,3,NULL
0-10682-10685-12297,10682,10685,12297,2,0,0,,0,A,0,0,0,0,0,0,1,GN,,,,,,,,,,2,3,NULL
0-10682-10685-12298,10682,10685,12298,2,0,0,,0,A,0,0,0,1,0,0,1,GN,Pre-Tx Stds\ACR Pre Std1.htm,Pre-Tx Stds\ACRO Pre Std2.htm,,,,,,,,2,3,NULL
0-10682-10685-12299,10682,10685,12299,1,0,0,,1,A,0,0,0,1,0,0,1,GN,,,,,,,,,,1,1,NULL
0-10682-10685-12300,10682,10685,12300,2,0,0,,1,A,0,0,0,0,0,0,1,GN,,,,,,,,,,1,1,NULL
0-10682-10685-12301,10682,10685,12301,3,0,0,,1,A,0,0,0,0,0,0,1,GN,,,,,,,,,,1,1,NULL
0-10682-10685-12302,10682,10685,12302,4,0,0,,1,A,0,0,0,0,0,0,1,GN,,,,,,,,,,1,1,NULL
0-10682-10685-12303,10682,10685,12303,5,0,0,,1,A,0,0,0,0,0,0,1,GN,,,,,,,,,,1,1,NULL
0-10682-11866-12304,10682,11866,12304,4,0,0,,0,A,0,0,0,0,0,0,1,M,Pre-Tx Stds\ACR Pre Std28.htm,,,,,,,,,2,1,NULL
0-10682-11866-12305,10682,11866,12305,4,0,0,,0,A,0,0,0,0,0,0,1,M,Pre-Tx Stds\ACR Pre Std20.htm,,,,,,,,,2,1,NULL
0-10682-11866-12306,10682,11866,12306,4,0,0,,0,A,0,0,0,0,0,0,1,MP,,,,,,,,,,2,2,NULL
0-10682-11866-12307,10682,11866,12307,1,0,0,,1,A,0,0,0,0,0,0,1,M,,,,,,,,,,1,1,NULL
0-10682-11866-12308,10682,11866,12308,2,0,0,,1,A,0,0,0,0,0,0,1,M,,,,,,,,,,1,1,NULL
0-10682-11866-12309,10682,11866,12309,3,0,0,,1,A,0,0,0,0,0,0,1,M,,,,,,,,,,1,1,NULL
0-10682-11866-12310,10682,11866,12310,4,0,0,,1,A,0,0,0,0,0,0,1,M,,,,,,,,,,1,1,NULL
0-10682-11866-12311,10682,11866,12311,5,0,0,,1,A,0,0,0,0,0,0,1,M,,,,,,,,,,1,1,NULL
0-10682-12312-12313,10682,12312,12313,3,0,0,,0,A,0,0,0,0,0,0,0,E,,,,,,,,,,2,1,NULL
0-10682-12312-12314,10682,12312,12314,4,0,0,,0,A,0,0,0,0,0,0,0,E,,,,,,,,,,2,1,NULL
0-10682-12312-12315,10682,12312,12315,3,0,0,,0,A,0,0,0,0,0,0,0,E,,,,,,,,,,1,1,NULL
0-10682-12312-12316,10682,12312,12316,4,0,0,,0,A,0,0,0,0,0,0,0,E,,,,,,,,,,1,1,NULL
0-10682-12312-12317,10682,12312,12317,3,0,0,,0,A,0,0,0,0,0,0,0,E,,,,,,,,,,2,2,NULL
0-10682-12312-12318,10682,12312,12318,1,0,0,,1,A,0,0,0,0,0,0,0,E,,,,,,,,,,1,1,NULL
0-10682-12312-12319,10682,12312,12319,2,0,0,,1,A,0,0,0,0,0,0,0,E,,,,,,,,,,1,1,NULL
0-10682-12312-12320,10682,12312,12320,3,0,0,,1,A,0,0,0,0,0,0,0,E,,,,,,,,,,1,1,NULL
0-10682-12312-12321,10682,12312,12321,4,0,0,,1,A,0,0,0,0,0,0,0,E,,,,,,,,,,1,1,NULL
0-10682-12312-12322,10682,12312,12322,5,0,0,,1,A,0,0,0,0,0,0,0,E,,,,,,,,,,1,1,NULL
0-10695-10696-10697,10695,10696,10697,4,0,0,,0,A,0,0,0,0,0,0,1,TU,,,,,,,,,,1,1,NULL
0-10695-10696-10699,10695,10696,10699,3,0,0,,0,A,0,0,0,0,0,0,1,TU,,,,,,,,,,2,2,NULL
0-10695-10696-10700,10695,10696,10700,4,0,0,,0,A,0,0,0,0,0,0,1,EG,,,,,,,,,,2,1,NULL
0-10695-10696-10701,10695,10696,10701,1,0,0,,1,A,0,0,0,1,0,0,1,TU,,,,,,,,,,1,1,NULL
0-10695-10696-10702,10695,10696,10702,2,0,0,,1,A,0,0,0,0,0,0,1,TU,,,,,,,,,,1,1,NULL
0-10695-10696-10703,10695,10696,10703,3,0,0,,1,A,0,0,0,0,0,0,1,TU,,,,,,,,,,1,1,NULL
0-10695-10696-10704,10695,10696,10704,4,0,0,,1,A,0,0,0,0,0,0,1,TU,,,,,,,,,,1,1,NULL
0-10695-10696-10705,10695,10696,10705,5,0,0,,1,A,0,0,0,0,0,0,1,TU,,,,,,,,,,1,1,NULL
0-10708-10726-10727,10708,10726,10727,3,0,0,,0,A,0,0,0,0,0,0,1,TU,Pre-Tx Stds\ACR Pre Std25.htm,Pre-Tx Stds\ACRO Pre Std9.htm,,,,,,,,1,1,NULL
0-10708-10726-10728,10708,10726,10728,3,0,0,,0,A,0,0,0,0,0,0,1,TU,Pre-Tx Stds\ACR Pre Std25.htm,Pre-Tx Stds\ACRO Pre Std9.htm,,,,,,,,1,1,NULL
0-10708-10726-10729,10708,10726,10729,3,0,0,,0,A,0,0,0,0,0,0,1,TU,Pre-Tx Stds\ACR Pre Std25.htm,Pre-Tx Stds\ACRO Pre Std9.htm,,,,,,,,1,1,NULL
0-10708-10726-10730,10708,10726,10730,3,0,0,,0,A,0,0,0,0,0,0,1,TU,Pre-Tx Stds\ACR Pre Std22.htm,Pre-Tx Stds\ACRO Pre Std9.htm,,,,,,,,1,2,NULL
0-10708-10726-10731,10708,10726,10731,4,0,0,,0,A,0,0,0,0,0,0,1,TU,Pre-Tx Stds\ACR Pre Std22.htm,Pre-Tx Stds\ACRO Pre Std9.htm,,,,,,,,1,1,NULL
0-10708-10726-10732,10708,10726,10732,4,0,0,,0,A,0,0,0,0,0,0,1,TU,Pre-Tx Stds\ACR Pre Std22.htm,Pre-Tx Stds\ACRO Pre Std9.htm,,,,,,,,1,1,NULL
0-10708-10726-10733,10708,10726,10733,3,0,0,,0,A,0,0,0,0,0,0,1,TU,Pre-Tx Stds\ACR Pre Std22.htm,Pre-Tx Stds\ACRO Pre Std9.htm,,,,,,,,1,1,NULL
0-10708-10726-10736,10708,10726,10736,5,0,0,,0,A,0,0,0,0,0,0,1,TU,Pre-Tx Stds\ACR Pre Std22.htm,Pre-Tx Stds\ACRO Pre Std9.htm,,,,,,,,1,2,NULL
0-10708-10726-10737,10708,10726,10737,5,0,0,,0,A,0,0,0,0,0,0,1,TU,Pre-Tx Stds\ACR Pre Std22.htm,Pre-Tx Stds\ACRO Pre Std9.htm,,,,,,,,1,2,NULL
0-10708-10726-10738,10708,10726,10738,5,0,0,,0,A,0,0,0,0,0,0,1,TU,Pre-Tx Stds\ACR Pre Std22.htm,Pre-Tx Stds\ACRO Pre Std9.htm,,,,,,,,3,2,NULL
0-10708-10726-10739,10708,10726,10739,5,0,0,,0,A,0,0,0,0,0,0,1,TU,,,,,,,,,,1,1,NULL
0-10708-10726-10740,10708,10726,10740,4,0,0,,0,A,0,0,0,0,0,0,1,TU,,,,,,,,,,1,3,NULL
0-10708-10726-11897,10708,10726,11897,4,0,0,,0,A,0,0,0,0,0,0,1,M,Pre-Tx Stds\ACR Pre Std25.htm,Pre-Tx Stds\ACRO Pre Std9.htm,,,,,,,,1,1,NULL
0-10708-10726-12323,10708,10726,12323,3,0,0,,0,A,0,0,0,0,0,0,1,MTU,Pre-Tx Stds\ACR Pre Std22.htm,Pre-Tx Stds\ACRO Pre Std9.htm,,,,,,,,1,1,NULL
0-10708-10726-12324,10708,10726,12324,3,0,0,,0,A,0,0,0,0,0,0,1,TU,Pre-Tx Stds\ACR Pre Std22.htm,Pre-Tx Stds\ACRO Pre Std9.htm,,,,,,,,1,2,NULL
0-10708-10726-12325,10708,10726,12325,3,0,0,,0,A,0,0,0,0,0,0,1,TU,Pre-Tx Stds\ACR Pre Std22.htm,Pre-Tx Stds\ACRO Pre Std9.htm,,,,,,,,1,1,NULL
0-10708-10726-12326,10708,10726,12326,4,0,0,,0,A,0,0,0,0,0,0,1,TU,Pre-Tx Stds\ACR Pre Std22.htm,Pre-Tx Stds\ACRO Pre Std9.htm,,,,,,,,1,1,NULL
0-10708-10726-12327,10708,10726,12327,4,0,0,,0,A,0,0,0,0,0,0,1,TU,Pre-Tx Stds\ACR Pre Std22.htm,Pre-Tx Stds\ACRO Pre Std9.htm,,,,,,,,2,1,NULL
0-10708-10726-12328,10708,10726,12328,4,0,0,,0,A,0,0,0,0,0,0,1,TU,Pre-Tx Stds\ACR Pre Std22.htm,Pre-Tx Stds\ACRO Pre Std9.htm,,,,,,,,1,1,NULL
0-10708-10726-12329,10708,10726,12329,1,0,0,,1,A,0,0,0,0,0,0,1,TU,,,,,,,,,,1,1,NULL
0-10708-10726-12330,10708,10726,12330,2,0,0,,1,A,0,0,0,0,0,0,1,TU,,,,,,,,,,1,1,NULL
0-10708-10726-12331,10708,10726,12331,3,0,0,,1,A,0,0,0,0,0,0,1,TU,,,,,,,,,,1,1,NULL
0-10708-10726-12332,10708,10726,12332,4,0,0,,1,A,0,0,0,0,0,0,1,TU,,,,,,,,,,1,1,NULL
0-10708-10726-12333,10708,10726,12333,5,0,0,,1,A,0,0,0,0,0,0,1,TU,,,,,,,,,,1,1,NULL
0-10746-10747-10748,10746,10747,10748,3,0,0,,0,A,0,0,0,0,0,0,1,TU,,,,,,,,,,1,1,NULL
0-10746-10747-10749,10746,10747,10749,4,0,0,,0,A,0,0,0,0,0,0,1,TU,Pre-Tx Stds\ACR Pre Std18.htm,Pre-Tx Stds\ACRO Pre Std7.htm,,,,,,,,1,1,NULL
0-10746-10747-10750,10746,10747,10750,3,0,0,,0,A,0,0,0,0,0,0,1,TU,Pre-Tx Stds\ACR Pre Std19.htm,,,,,,,,,2,2,NULL
0-10746-10747-10751,10746,10747,10751,3,0,0,,0,A,0,0,0,0,0,0,1,DP,Pre-Tx Stds\ACR Pre Std19.htm,,,,,,,,,1,1,NULL
0-10746-10747-12334,10746,10747,12334,4,0,0,,0,A,0,0,0,0,0,0,1,ET,Pre-Tx Stds\ACR Pre Std12.htm,Pre-Tx Stds\ACRO Pre Std14.htm,,,,,,,,2,2,NULL
0-10746-10747-12335,10746,10747,12335,4,0,0,,0,A,0,0,0,0,0,0,1,TU,Pre-Tx Stds\ACR Pre Std19.htm,,,,,,,,,2,2,NULL
0-10746-10747-12336,10746,10747,12336,4,0,0,,0,A,0,0,0,0,0,0,1,TU,Pre-Tx Stds\ACR Pre Std19.htm,,,,,,,,,2,2,NULL
0-10746-10747-12337,10746,10747,12337,3,0,0,,0,A,0,0,0,0,0,0,1,DP,Pre-Tx Stds\ACR Pre Std19.htm,,,,,,,,,3,1,NULL
0-10746-10747-12338,10746,10747,12338,1,0,0,,1,A,0,0,0,0,0,0,1,TU,,,,,,,,,,1,1,NULL
0-10746-10747-12339,10746,10747,12339,2,0,0,,1,A,0,0,0,0,0,0,1,TU,,,,,,,,,,1,1,NULL
0-10746-10747-12340,10746,10747,12340,3,0,0,,1,A,0,0,0,0,0,0,1,TU,,,,,,,,,,1,1,NULL
0-10746-10747-12341,10746,10747,12341,4,0,0,,1,A,0,0,0,0,0,0,1,TU,,,,,,,,,,1,1,NULL
0-10746-10747-12342,10746,10747,12342,5,0,0,,1,A,0,0,0,0,0,0,1,TU,,,,,,,,,,1,1,NULL
0-10746-10758-10759,10746,10758,10759,4,0,0,,0,A,0,0,0,0,0,0,1,T,Pre-Tx Stds\ACR Pre Std19.htm,Pre-Tx Stds\ACRO Pre Std11.htm,,,,,,,,1,1,NULL
0-10746-10758-10760,10746,10758,10760,4,0,0,,0,A,0,0,0,0,0,0,1,T,Pre-Tx Stds\ACR Pre Std8.htm,Pre-Tx Stds\ACRO Pre Std11.htm,,,,,,,,1,1,NULL
0-10746-10758-10761,10746,10758,10761,4,0,0,,0,A,0,0,0,0,0,0,1,T,Pre-Tx Stds\ACR Pre Std8.htm,Pre-Tx Stds\ACRO Pre Std11.htm,,,,,,,,2,3,NULL
0-10746-10758-10762,10746,10758,10762,3,0,0,,0,A,0,0,0,0,0,0,1,T,Pre-Tx Stds\ACR Pre Std8.htm,Pre-Tx Stds\ACRO Pre Std11.htm,,,,,,,,1,1,NULL
0-10746-10758-10763,10746,10758,10763,3,0,0,,0,A,0,0,0,0,0,0,1,T,Pre-Tx Stds\ACR Pre Std8.htm,Pre-Tx Stds\ACRO Pre Std11.htm,,,,,,,,1,1,NULL
0-10746-10758-10764,10746,10758,10764,3,0,0,,0,A,0,0,0,0,0,0,1,T,Pre-Tx Stds\ACR Pre Std9.htm,Pre-Tx Stds\ACRO Pre Std11.htm,,,,,,,,1,1,NULL
0-10746-10758-10765,10746,10758,10765,3,0,0,,0,A,0,0,0,0,0,0,1,T,Pre-Tx Stds\ACR Pre Std19.htm,Pre-Tx Stds\ACRO Pre Std11.htm,,,,,,,,1,1,NULL
0-10746-10758-10766,10746,10758,10766,4,0,0,,0,A,0,0,0,0,0,0,1,T,Pre-Tx Stds\ACR Pre Std9.htm,Pre-Tx Stds\ACRO Pre Std11.htm,,,,,,,,1,1,NULL
0-10746-10758-10767,10746,10758,10767,4,0,0,,0,A,0,0,0,0,0,0,1,T,Pre-Tx Stds\ACR Pre Std19.htm,Pre-Tx Stds\ACRO Pre Std11.htm,,,,,,,,1,1,NULL
0-10746-10758-10768,10746,10758,10768,3,0,0,,0,A,0,0,0,0,0,0,1,T,Pre-Tx Stds\ACR Pre Std9.htm,Pre-Tx Stds\ACRO Pre Std11.htm,,,,,,,,1,1,NULL
0-10746-10758-10769,10746,10758,10769,1,0,0,,1,A,0,0,0,1,0,0,1,T,,,,,,,,,,1,1,NULL
0-10746-10758-10770,10746,10758,10770,2,0,0,,1,A,0,0,0,0,0,0,1,T,,,,,,,,,,1,1,NULL
0-10746-10758-10771,10746,10758,10771,3,0,0,,1,A,0,0,0,0,0,0,1,T,,,,,,,,,,1,1,NULL
0-10746-10758-10772,10746,10758,10772,4,0,0,,1,A,0,0,0,0,0,0,1,T,,,,,,,,,,1,1,NULL
0-10746-10758-10773,10746,10758,10773,5,0,0,,1,A,0,0,0,0,0,0,1,T,,,,,,,,,,1,1,NULL
0-10774-10775-10777,10774,10775,10777,2,0,1,,0,A,0,0,0,0,0,0,0,G,Post-Tx Stds\ACR Post Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,5,NULL
0-10774-10775-10778,10774,10775,10778,3,0,1,,0,A,0,0,0,0,0,0,0,G,Post-Tx Stds\ACR Post Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,5,NULL
0-10774-10775-10779,10774,10775,10779,4,0,1,,0,A,0,0,0,0,0,0,0,G,Post-Tx Stds\ACR Post Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,6,4,NULL
0-10774-10775-10780,10774,10775,10780,2,0,1,,0,A,0,0,0,0,0,0,0,G,Post-Tx Stds\ACR Post Std32.htm,,,,,,,,,4,5,NULL
0-10774-10775-10781,10774,10775,10781,4,0,1,,0,A,0,0,0,0,0,0,0,G,Post-Tx Stds\ACR Post Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,4,NULL
0-10774-10775-10782,10774,10775,10782,2,0,1,,0,A,0,0,0,0,0,0,0,G,Post-Tx Stds\ACR Post Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,6,NULL
0-10774-10775-10783,10774,10775,10783,4,0,1,,0,A,0,0,0,0,0,0,0,G,Post-Tx Stds\ACR Post Std32.htm,,,,,,,,,4,5,NULL
0-10774-10775-10784,10774,10775,10784,3,0,1,,0,A,0,0,0,0,0,0,0,G,,,,,,,,,,7,5,NULL
0-10774-10775-10785,10774,10775,10785,1,0,1,,1,A,0,0,0,1,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10775-10786,10774,10775,10786,2,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10775-10787,10774,10775,10787,3,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10775-10788,10774,10775,10788,4,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10775-10789,10774,10775,10789,5,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10790-10791,10774,10790,10791,2,0,1,,0,A,0,0,0,0,0,0,0,G,Pre-Tx Stds\ACR Pre Std32.htm,,,,,,,,,4,5,NULL
0-10774-10790-10793,10774,10790,10793,3,0,1,,0,A,0,0,0,0,0,0,0,G,Pre-Tx Stds\ACR Pre Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,6,4,NULL
0-10774-10790-10794,10774,10790,10794,4,0,1,,0,A,0,0,0,0,0,0,0,G,Pre-Tx Stds\ACR Pre Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,6,4,NULL
0-10774-10790-10795,10774,10790,10795,4,0,1,,0,A,0,0,0,0,0,0,0,G,Pre-Tx Stds\ACR Pre Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,7,4,NULL
0-10774-10790-10796,10774,10790,10796,4,0,1,,0,A,0,0,0,0,0,0,0,G,Pre-Tx Stds\ACR Pre Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,4,NULL
0-10774-10790-10797,10774,10790,10797,2,0,1,,0,A,0,0,0,0,0,0,0,G,Pre-Tx Stds\ACR Pre Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,6,NULL
0-10774-10790-10798,10774,10790,10798,4,0,1,,0,A,0,0,0,0,0,0,0,G,Pre-Tx Stds\ACR Pre Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,4,NULL
0-10774-10790-10799,10774,10790,10799,4,0,1,,0,A,0,0,0,0,0,0,0,G,Pre-Tx Stds\ACR Pre Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,7,4,NULL
0-10774-10790-10800,10774,10790,10800,4,0,1,,0,A,0,0,0,0,0,0,0,G,Pre-Tx Stds\ACR Pre Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,7,4,NULL
0-10774-10790-10802,10774,10790,10802,4,0,1,,0,A,0,0,0,0,0,0,0,G,Pre-Tx Stds\ACR Pre Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,5,NULL
0-10774-10790-10803,10774,10790,10803,1,0,1,,1,A,0,0,0,1,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10790-10805,10774,10790,10805,2,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10790-10807,10774,10790,10807,3,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10790-10808,10774,10790,10808,4,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10790-10809,10774,10790,10809,5,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10810-10817,10774,10810,10817,1,0,1,,0,A,0,0,0,1,0,0,1,G,Pre-Tx Stds\ACR Pre Std3.htm,Post-Tx Stds\ACRO Post Std6.htm,,,,,,,,4,6,NULL
0-10774-10810-10818,10774,10810,10818,1,0,1,,0,A,0,0,0,1,0,0,1,G,Post-Tx Stds\ACR Post Std3.htm,Post-Tx Stds\ACRO Post Std6.htm,,,,,,,,4,6,NULL
0-10774-10810-10819,10774,10810,10819,3,0,1,,0,A,0,0,0,0,0,0,1,G,,,,,,,,,,4,8,NULL
0-10774-10810-10835,10774,10810,10835,4,0,1,,0,A,0,0,0,0,0,0,0,G,Pre-Tx Stds\ACR Pre Std32.htm,,,,,,,,,4,6,NULL
0-10774-10810-10836,10774,10810,10836,4,0,1,,0,A,0,0,0,0,0,0,0,G,Pre-Tx Stds\ACR Pre Std32.htm,,,,,,,,,4,6,NULL
0-10774-10810-10850,10774,10810,10850,1,0,1,,1,A,0,0,0,1,0,0,0,G,,,,,,,,,,5,5,NULL
0-10774-10810-10851,10774,10810,10851,2,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,5,5,NULL
0-10774-10810-10852,10774,10810,10852,3,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,5,5,NULL
0-10774-10810-10853,10774,10810,10853,4,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,5,5,NULL
0-10774-10810-10854,10774,10810,10854,5,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,5,5,NULL
0-10774-10855-10857,10774,10855,10857,4,0,1,,0,A,0,0,0,0,0,0,0,G,,,,,,,,,,5,4,NULL
0-10774-10855-10859,10774,10855,10859,1,0,1,,1,A,0,0,0,1,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10855-10860,10774,10855,10860,2,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10855-10861,10774,10855,10861,3,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10855-10862,10774,10855,10862,4,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10855-10863,10774,10855,10863,5,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10864-10865,10774,10864,10865,3,0,1,,0,A,0,0,0,0,0,0,0,G,,,,,,,,,,4,5,NULL
0-10774-10864-10866,10774,10864,10866,4,0,1,,0,A,0,0,0,0,0,0,0,G,Pre-Tx Stds\ACR Pre Std6.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,6,NULL
0-10774-10864-10869,10774,10864,10869,1,0,1,,1,A,0,0,0,1,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10864-10870,10774,10864,10870,2,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10864-10871,10774,10864,10871,3,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10864-10872,10774,10864,10872,4,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10864-10873,10774,10864,10873,5,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,1,1,NULL
