ID,CATEGORY1_ID,CATEGORY2_ID,ATTRIBUTE_ID,SL,IS_KEY,IS_POST,CODE,EXTENDABLE,ROLE_CODES,REG_VIOLATION,POSSIBLE_VIOLATION,CLIN_SIGNIFICANT,SIGNIFICANT_ERROR,MISADMIN,RECORDABLE,INTENT_METHOD_APPLICABLE,CORRECTION_ROLES,ACR_STANDARDS,ACRO_STANDARDS,JCAHO_STANDARDS,FDA_STANDARDS,CMS_STANDARDS,STATE_STANDARDS,NRC_STANDARDS,AAPM_STANDARDS,RPS_STANDARDS,OCCURRENCE,DETECTION,IAEA_STANDARDS
0-10774-10874-10875,10774,10874,10875,4,0,1,,0,A,0,0,0,0,0,0,0,G,Pre-Tx Stds\ACR Pre Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,5,4,NULL
0-10774-10874-10876,10774,10874,10876,3,0,1,,0,A,0,0,0,0,0,0,0,G,Pre-Tx Stds\ACR Pre Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,5,NULL
0-10774-10874-10877,10774,10874,10877,4,0,1,,0,A,0,0,0,0,0,0,0,G,Pre-Tx Stds\ACR Pre Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,5,NULL
0-10774-10874-10878,10774,10874,10878,3,0,1,,0,A,0,0,0,0,0,0,0,G,Pre-Tx Stds\ACR Pre Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,5,NULL
0-10774-10874-10879,10774,10874,10879,1,0,1,,1,A,0,0,0,1,0,0,0,G,,,,,,,,,,5,5,NULL
0-10774-10874-10880,10774,10874,10880,2,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,5,5,NULL
0-10774-10874-10881,10774,10874,10881,3,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,5,5,NULL
0-10774-10874-10882,10774,10874,10882,4,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,5,5,NULL
0-10774-10874-10883,10774,10874,10883,5,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,5,5,NULL
0-10774-10896-10897,10774,10896,10897,5,0,1,,0,A,0,0,0,0,0,0,0,G,Pre-Tx Stds\ACR Pre Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,6,NULL
0-10774-10896-10898,10774,10896,10898,4,0,1,,0,A,0,0,0,0,0,0,0,G,Pre-Tx Stds\ACR Pre Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,6,4,NULL
0-10774-10896-10899,10774,10896,10899,5,0,1,,0,A,0,0,0,0,0,0,0,G,Pre-Tx Stds\ACR Pre Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,6,NULL
0-10774-10896-10900,10774,10896,10900,4,0,1,,0,A,0,0,0,0,0,0,0,G,Pre-Tx Stds\ACR Pre Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,6,NULL
0-10774-10896-10901,10774,10896,10901,4,0,1,,0,A,0,0,0,0,0,0,0,G,Pre-Tx Stds\ACR Pre Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,6,NULL
0-10774-10896-10902,10774,10896,10902,1,0,1,,1,A,0,0,0,1,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10896-10903,10774,10896,10903,2,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10896-10904,10774,10896,10904,3,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10896-10905,10774,10896,10905,4,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10896-10906,10774,10896,10906,5,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10907-10908,10774,10907,10908,4,0,1,,0,A,0,0,0,0,0,0,0,G,Pre-Tx Stds\ACR Pre Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,6,NULL
0-10774-10907-10909,10774,10907,10909,3,0,1,,0,A,0,0,0,0,0,0,0,G,Pre-Tx Stds\ACR Pre Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,6,NULL
0-10774-10907-10910,10774,10907,10910,4,0,1,,0,A,0,0,0,0,0,0,0,G,Pre-Tx Stds\ACR Pre Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,6,NULL
0-10774-10907-10911,10774,10907,10911,4,0,1,,0,A,0,0,0,0,0,0,0,G,Pre-Tx Stds\ACR Pre Std14.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,6,NULL
0-10774-10907-10914,10774,10907,10914,1,0,1,,1,A,0,0,0,1,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10907-10915,10774,10907,10915,2,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10907-10916,10774,10907,10916,3,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10907-10917,10774,10907,10917,4,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,1,1,NULL
0-10774-10907-10918,10774,10907,10918,5,0,1,,1,A,0,0,0,0,0,0,0,G,,,,,,,,,,1,1,NULL
0-10919-10920-10921,10919,10920,10921,3,0,1,,0,A,0,0,0,0,0,0,1,EGTU,Pre-Tx Stds\ACR Pre Std32.htm,,,,,,,,,4,4,NULL
0-10919-10920-10922,10919,10920,10922,3,0,1,,0,A,0,0,0,0,0,0,1,EGTU,Pre-Tx Stds\ACR Pre Std32.htm,,,,,,,,,4,4,NULL
0-10919-10920-10923,10919,10920,10923,4,0,1,,0,A,0,0,0,0,0,0,1,EGTU,Pre-Tx Stds\ACR Pre Std32.htm,,,,,,,,,4,4,NULL
0-10919-10920-10924,10919,10920,10924,3,0,1,,0,A,0,0,0,0,0,0,1,EGTU,Pre-Tx Stds\ACR Pre Std32.htm,,,,,,,,,4,4,NULL
0-10919-10920-10925,10919,10920,10925,3,0,1,,0,A,0,0,0,0,0,0,1,EGTU,Pre-Tx Stds\ACR Pre Std32.htm,,,,,,,,,4,4,NULL
0-10919-10920-10927,10919,10920,10927,3,0,1,,0,A,0,0,0,0,0,0,1,EGTU,Pre-Tx Stds\ACR Pre Std32.htm,,,,,,,,,4,4,NULL
0-10919-10920-10928,10919,10920,10928,4,0,1,,0,A,0,0,0,0,0,0,1,EGTU,Pre-Tx Stds\ACR Pre Std32.htm,,,,,,,,,4,4,NULL
0-10919-10920-10929,10919,10920,10929,4,0,1,,0,A,0,0,0,0,0,0,1,EGTU,Pre-Tx Stds\ACR Pre Std32.htm,,,,,,,,,4,4,NULL
0-10919-10920-10930,10919,10920,10930,4,0,1,,0,A,0,0,0,0,0,0,1,EGTU,Pre-Tx Stds\ACR Pre Std32.htm,,,,,,,,,4,4,NULL
0-10919-10920-10931,10919,10920,10931,3,0,1,,0,A,0,0,0,0,0,0,1,EGTU,Pre-Tx Stds\ACR Pre Std32.htm,,,,,,,,,4,4,NULL
0-10919-10920-12618,10919,10920,12618,3,0,1,,0,A,0,0,0,0,0,0,1,EGTU,Pre-Tx Stds\ACR Pre Std32.htm,,,,,,,,,4,4,NULL
0-10919-10920-12619,10919,10920,12619,1,0,1,,1,A,0,0,0,1,0,0,1,EGTU,,,,,,,,,,1,1,NULL
0-10919-10920-12620,10919,10920,12620,2,0,1,,1,A,0,0,0,0,0,0,1,EGTU,,,,,,,,,,1,1,NULL
0-10919-10920-12621,10919,10920,12621,3,0,1,,1,A,0,0,0,0,0,0,1,EGTU,,,,,,,,,,1,1,NULL
0-10919-10920-12622,10919,10920,12622,4,0,1,,1,A,0,0,0,0,0,0,1,EGTU,,,,,,,,,,1,1,NULL
0-10919-10920-12623,10919,10920,12623,5,0,1,,1,A,0,0,0,0,0,0,1,EGTU,,,,,,,,,,1,1,NULL
0-10940-10941-10942,10940,10941,10942,2,0,1,,0,KA,1,0,0,0,0,0,1,AK,,,,,,,,,,4,4,NULL
0-10940-10941-10943,10940,10941,10943,2,0,1,,0,KA,1,0,0,0,0,0,1,AK,,,,,,,,,,5,4,NULL
0-10940-10941-10944,10940,10941,10944,2,0,1,,0,KA,0,0,0,0,0,0,1,AK,,,,,,,,,,4,4,NULL
0-10940-10941-10945,10940,10941,10945,2,0,1,,0,KA,1,0,0,0,0,0,1,AK,,,,,,,,,,4,4,NULL
0-10940-10941-10946,10940,10941,10946,2,0,1,,0,KA,1,0,0,0,0,0,1,AK,,,,,,,,,,4,4,NULL
0-10940-10941-10949,10940,10941,10949,2,0,1,,0,KA,1,0,0,0,0,0,1,AK,,,,,,,,,,5,4,NULL
0-10940-10941-10950,10940,10941,10950,2,0,1,,0,KAM,1,0,0,0,0,0,1,AKM,,,,,,,,,,4,4,NULL
0-10940-10941-10952,10940,10941,10952,2,0,1,,0,KAM,0,0,0,0,0,0,1,AKM,,,,,,,,,,4,4,NULL
0-10940-10941-10953,10940,10941,10953,3,0,1,,0,KA,0,1,0,0,0,0,1,AK,,,,,,,,,,4,4,NULL
0-10940-10941-10954,10940,10941,10954,2,0,1,,0,KA,1,0,0,0,0,0,1,AK,,,,,,,,,,4,4,NULL
0-10940-10941-10955,10940,10941,10955,2,0,1,,0,KAM,1,0,0,0,0,0,1,AKM,,,,,,,,,,4,4,NULL
0-10940-10941-10956,10940,10941,10956,2,0,1,,0,KA,1,0,0,0,0,0,1,AK,,,,,,,,,,4,4,NULL
0-10940-10941-10957,10940,10941,10957,2,0,1,,0,KA,0,0,0,0,0,0,1,AK,,,,,,,,,,5,5,NULL
0-10940-10941-10958,10940,10941,10958,2,0,1,,0,KA,0,0,0,0,0,0,1,AK,,,,,,,,,,4,4,NULL
0-10940-10941-10959,10940,10941,10959,3,0,1,,0,KA,1,0,0,0,0,0,1,AK,,,,,,,,,,4,4,NULL
0-10940-10941-10960,10940,10941,10960,1,0,1,,1,KA,0,0,0,1,0,0,1,AK,,,,,,,,,,1,1,NULL
0-10940-10941-10961,10940,10941,10961,2,0,1,,1,KA,0,0,0,0,0,0,1,AK,,,,,,,,,,1,1,NULL
0-10940-10941-10962,10940,10941,10962,3,0,1,,1,KA,0,0,0,0,0,0,1,AK,,,,,,,,,,1,1,NULL
0-10940-10941-10963,10940,10941,10963,4,0,1,,1,KA,0,0,0,0,0,0,1,AK,,,,,,,,,,1,1,NULL
0-10940-10941-10964,10940,10941,10964,5,0,1,,1,KA,0,0,0,0,0,0,1,AK,,,,,,,,,,1,1,NULL
0-10940-11924-11925,10940,11924,11925,4,0,1,,0,KA,0,0,0,0,0,0,1,AKU,,,,,,,,,,5,4,NULL
0-10940-11924-11926,10940,11924,11926,1,0,1,,1,KA,0,0,0,1,0,0,1,AK,,,,,,,,,,1,1,NULL
0-10940-11924-11927,10940,11924,11927,2,0,1,,1,A,0,0,0,0,0,0,1,AK,,,,,,,,,,1,1,NULL
0-10940-11924-11928,10940,11924,11928,3,0,1,,1,A,0,0,0,0,0,0,1,AK,,,,,,,,,,1,1,NULL
0-10940-11924-11929,10940,11924,11929,4,0,1,,1,A,0,0,0,0,0,0,1,AK,,,,,,,,,,1,1,NULL
0-10940-11924-11930,10940,11924,11930,5,0,1,,1,A,0,0,0,0,0,0,1,AK,,,,,,,,,,1,1,NULL
0-11076-11077-10619,11076,11077,10619,2,0,1,,0,AP,0,0,0,0,0,0,1,DP,Post-Tx Stds\ACR Post Std34.htm,,,,,,,,,4,3,NULL
0-11076-11077-11915,11076,11077,11915,2,0,1,,0,AP,0,0,0,1,0,0,1,DP,Pre-Tx Stds\ACR Pre Std25.htm,,,,,,,,,4,7,NULL
0-11076-11077-12624,11076,11077,12624,2,0,1,,0,AP,0,0,0,0,0,0,1,DP,Post-Tx Stds\ACR Post Std32.htm,,,,,,,,,4,3,NULL
0-11076-11077-12625,11076,11077,12625,3,0,1,,0,AP,0,0,0,0,0,0,1,DM,Post-Tx Stds\ACR Post Std33.htm,,,,,,,,,4,2,NULL
0-11076-11077-12626,11076,11077,12626,2,0,1,,0,AP,0,0,0,1,0,0,1,M,Post-Tx Stds\ACR Post Std33.htm,,,,,,,,,4,2,NULL
0-11076-11077-12627,11076,11077,12627,1,0,1,,0,AP,0,0,0,1,0,0,1,DP,,,,,,,,,,1,1,NULL
0-11076-11077-12628,11076,11077,12628,2,0,1,,0,AP,0,0,0,0,0,0,1,DP,,,,,,,,,,1,1,NULL
0-11076-11077-12629,11076,11077,12629,3,0,1,,0,AP,0,0,0,0,0,0,1,P,,,,,,,,,,1,1,NULL
0-11076-11077-12630,11076,11077,12630,4,0,1,,0,AP,0,0,0,0,0,0,1,DP,,,,,,,,,,1,1,NULL
0-11076-11077-12631,11076,11077,12631,5,0,1,,0,AP,0,0,0,0,0,0,1,DP,,,,,,,,,,1,1,NULL
0-11096-11097-12632,11096,11097,12632,3,0,1,,0,GPR,1,0,0,0,0,0,1,M,Post-Tx Stds\ACR Post Std33.htm,,,,,,,,,3,2,NULL
0-11096-11097-12633,11096,11097,12633,1,0,1,,1,AP,0,0,0,0,0,0,1,DP,,,,,,,,,,1,1,NULL
0-11096-11097-12634,11096,11097,12634,2,0,1,,1,AP,0,0,0,0,0,0,1,DP,,,,,,,,,,1,1,NULL
0-11096-11097-12635,11096,11097,12635,3,0,1,,1,AP,0,0,0,0,0,0,1,DP,,,,,,,,,,1,1,NULL
0-11096-11097-12636,11096,11097,12636,4,0,1,,1,AP,0,0,0,0,0,0,1,DP,,,,,,,,,,1,1,NULL
0-11096-11097-12637,11096,11097,12637,5,0,1,,1,AP,0,0,0,0,0,0,1,DP,,,,,,,,,,1,1,NULL
0-11172-11173-12638,11172,11173,12638,2,0,1,,0,A,0,0,0,0,0,0,1,M,,,,,,,,,,4,2,NULL
0-11172-11173-12639,11172,11173,12639,2,0,1,,0,A,0,0,0,1,0,0,1,M,,,,,,,,,,4,2,NULL
0-11172-11173-12640,11172,11173,12640,2,0,1,,0,A,0,0,0,0,0,0,1,M,,,,,,,,,,4,2,NULL
0-11172-11173-12641,11172,11173,12641,2,0,1,,0,A,0,0,0,1,0,0,1,M,,,,,,,,,,4,2,NULL
0-11172-11173-12642,11172,11173,12642,1,0,1,,1,A,0,0,0,1,0,0,1,MTU,,,,,,,,,,1,1,NULL
0-11172-11173-12643,11172,11173,12643,2,0,1,,1,A,0,0,0,0,0,0,1,MTU,,,,,,,,,,1,1,NULL
0-11172-11173-12644,11172,11173,12644,3,0,1,,1,A,0,0,0,0,0,0,1,TU,,,,,,,,,,1,1,NULL
0-11172-11173-12645,11172,11173,12645,4,0,1,,1,A,0,0,0,0,0,0,1,TU,,,,,,,,,,1,1,NULL
0-11172-11173-12646,11172,11173,12646,5,0,1,,1,A,0,0,0,0,0,0,1,TU,,,,,,,,,,1,1,NULL
0-11172-11194-11195,11172,11194,11195,2,0,1,,0,A,0,0,0,0,0,0,1,M,Post-Tx Stds\ACR Post Std44.htm,,,,,,,,,4,4,NULL
0-11172-11194-11196,11172,11194,11196,3,0,1,,0,A,0,0,0,0,0,0,1,M,Post-Tx Stds\ACR Post Std1.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,3,6,NULL
0-11172-11194-11197,11172,11194,11197,2,0,1,,0,A,0,0,1,0,0,0,1,M,Post-Tx Stds\ACR Post Std1.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,3,6,NULL
0-11172-11194-11198,11172,11194,11198,2,0,1,,0,A,0,0,1,0,0,0,1,M,Post-Tx Stds\ACR Post Std1.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,3,6,NULL
0-11172-11194-11199,11172,11194,11199,2,0,1,,0,A,0,0,1,0,0,0,1,M,Post-Tx Stds\ACR Post Std1.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,3,6,NULL
0-11172-11194-11200,11172,11194,11200,2,0,1,,0,A,0,0,0,1,0,0,1,M,Post-Tx Stds\ACR Post Std1.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,3,6,NULL
0-11172-11194-11201,11172,11194,11201,2,0,1,,0,A,0,0,0,1,0,0,1,M,Post-Tx Stds\ACR Post Std1.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,3,6,NULL
0-11172-11194-11202,11172,11194,11202,2,0,1,,0,A,0,0,0,1,0,0,1,M,Post-Tx Stds\ACR Post Std1.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,3,6,NULL
0-11172-11194-11203,11172,11194,11203,2,0,1,,0,A,0,0,0,1,0,0,1,M,Post-Tx Stds\ACR Post Std1.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,3,6,NULL
0-11172-11194-11204,11172,11194,11204,2,0,1,,0,A,0,0,0,0,0,0,1,M,Post-Tx Stds\ACR Post Std1.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,3,6,NULL
0-11172-11194-11205,11172,11194,11205,1,0,1,,1,A,0,0,0,1,0,0,1,M,,,,,,,,,,1,1,NULL
0-11172-11194-11206,11172,11194,11206,2,0,1,,1,A,0,0,0,0,0,0,1,M,,,,,,,,,,1,1,NULL
0-11172-11194-11207,11172,11194,11207,3,0,1,,1,A,0,0,0,0,0,0,1,M,,,,,,,,,,1,1,NULL
0-11172-11194-11208,11172,11194,11208,4,0,1,,1,A,0,0,0,0,0,0,1,M,,,,,,,,,,1,1,NULL
0-11172-11194-11209,11172,11194,11209,5,0,1,,1,A,0,0,0,0,0,0,1,M,,,,,,,,,,1,1,NULL
0-11172-11210-11211,11172,11210,11211,2,0,1,,0,A,0,0,1,0,0,0,1,M,Post-Tx Stds\ACR Post Std1.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,3,6,NULL
0-11172-11210-11212,11172,11210,11212,2,0,1,,0,A,0,0,0,1,0,0,1,M,Post-Tx Stds\ACR Post Std1.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,3,6,NULL
0-11172-11210-11213,11172,11210,11213,2,0,1,,0,A,0,0,0,1,0,0,1,M,Post-Tx Stds\ACR Post Std1.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,3,6,NULL
0-11172-11210-11214,11172,11210,11214,2,0,1,,0,A,0,0,1,0,0,0,1,M,Post-Tx Stds\ACR Post Std1.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,3,6,NULL
0-11172-11210-11215,11172,11210,11215,2,0,1,,0,A,0,0,1,0,0,0,1,M,Post-Tx Stds\ACR Post Std1.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,3,6,NULL
0-11172-11210-11216,11172,11210,11216,2,0,1,,0,A,0,0,1,0,0,0,1,M,Post-Tx Stds\ACR Post Std1.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,3,6,NULL
0-11172-11210-11217,11172,11210,11217,2,0,1,,0,A,0,0,1,0,0,0,1,M,Post-Tx Stds\ACR Post Std1.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,3,6,NULL
0-11172-11210-11218,11172,11210,11218,2,0,1,,0,A,0,0,1,0,0,0,1,M,Post-Tx Stds\ACR Post Std1.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,3,6,NULL
0-11172-11210-11219,11172,11210,11219,2,0,1,,0,A,0,0,1,0,0,0,1,M,Post-Tx Stds\ACR Post Std1.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,3,6,NULL
0-11172-11210-11220,11172,11210,11220,2,0,1,,0,A,0,0,1,0,0,0,1,M,Post-Tx Stds\ACR Post Std1.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,3,6,NULL
0-11172-11210-11221,11172,11210,11221,1,0,1,,1,A,0,0,0,1,0,0,1,M,,,,,,,,,,1,1,NULL
0-11172-11210-11222,11172,11210,11222,2,0,1,,1,A,0,0,0,0,0,0,1,M,,,,,,,,,,1,1,NULL
0-11172-11210-11223,11172,11210,11223,3,0,1,,1,A,0,0,0,0,0,0,1,M,,,,,,,,,,1,1,NULL
0-11172-11210-11224,11172,11210,11224,5,0,1,,1,A,0,0,0,0,0,0,1,M,,,,,,,,,,1,1,NULL
0-11172-11210-11225,11172,11210,11225,5,0,1,,1,A,0,0,0,0,0,0,1,M,,,,,,,,,,1,1,NULL
0-11172-11226-11227,11172,11226,11227,2,0,1,,0,A,0,0,0,0,0,0,1,G,,,,,,,,,,3,6,NULL
0-11172-11226-11228,11172,11226,11228,3,0,1,,0,A,0,0,0,0,0,0,1,G,,,,,,,,,,3,4,NULL
0-11172-11226-11229,11172,11226,11229,3,0,1,,0,A,0,0,0,0,0,0,1,G,,,,,,,,,,2,3,NULL
0-11172-11226-11230,11172,11226,11230,3,0,1,,0,A,0,0,0,0,0,0,1,G,,,,,,,,,,3,4,NULL
0-11172-11226-11231,11172,11226,11231,2,0,1,,0,A,0,0,0,0,0,0,1,G,Pre-Tx Stds\ACR Pre Std5.htm,,,,,,,,,3,5,NULL
0-11172-11226-11232,11172,11226,11232,3,0,1,,0,A,0,0,0,0,0,0,1,G,,,,,,,,,,3,4,NULL
0-11172-11226-11233,11172,11226,11233,3,0,1,,0,A,0,0,0,0,0,0,1,G,,,,,,,,,,3,4,NULL
0-11172-11226-11234,11172,11226,11234,3,0,1,,0,A,0,0,0,0,0,0,1,G,,,,,,,,,,3,4,NULL
0-11172-11226-11235,11172,11226,11235,3,0,1,,0,A,0,0,0,0,0,0,1,G,,,,,,,,,,3,4,NULL
0-11172-11226-11236,11172,11226,11236,3,0,1,,0,A,0,0,0,0,0,0,1,G,,,,,,,,,,3,4,NULL
0-11172-11226-11237,11172,11226,11237,3,0,1,,0,A,0,0,0,0,0,0,1,G,,,,,,,,,,3,4,NULL
0-11172-11226-11238,11172,11226,11238,3,0,1,,0,A,0,0,0,0,0,0,1,G,,,,,,,,,,3,4,NULL
0-11172-11226-11239,11172,11226,11239,3,0,1,,0,A,0,0,0,0,0,0,1,G,,,,,,,,,,3,4,NULL
0-11172-11226-11240,11172,11226,11240,3,0,1,,0,A,0,0,0,0,0,0,1,G,,,,,,,,,,3,4,NULL
0-11172-11226-11241,11172,11226,11241,1,0,1,,1,A,0,0,0,1,0,0,1,G,,,,,,,,,,1,1,NULL
0-11172-11226-11242,11172,11226,11242,2,0,1,,1,A,0,0,0,0,0,0,1,G,,,,,,,,,,1,1,NULL
0-11172-11226-11243,11172,11226,11243,3,0,1,,1,A,0,0,0,0,0,0,1,G,,,,,,,,,,1,1,NULL
0-11172-11226-11244,11172,11226,11244,4,0,1,,1,A,0,0,0,0,0,0,1,G,,,,,,,,,,1,1,NULL
0-11172-11226-11245,11172,11226,11245,5,0,1,,1,A,0,0,0,0,0,0,1,G,,,,,,,,,,1,1,NULL
0-11172-11246-11247,11172,11246,11247,4,0,1,,0,ADP,0,0,0,0,0,0,1,M,Post-Tx Stds\ACR Post Std43.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,4,NULL
0-11172-11246-11248,11172,11246,11248,4,0,1,,0,ADPR,0,1,0,0,0,0,1,M,Post-Tx Stds\ACR Post Std43.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,5,8,NULL
0-11172-11246-11249,11172,11246,11249,2,0,1,,0,ADP,0,0,0,1,0,0,1,M,Post-Tx Stds\ACR Post Std43.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,3,5,NULL
0-11172-11246-11250,11172,11246,11250,2,0,1,,0,ADPR,0,1,0,0,0,0,1,M,Post-Tx Stds\ACR Post Std43.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,3,6,NULL
0-11172-11246-11251,11172,11246,11251,2,0,1,,0,ADP,0,0,0,1,0,0,1,M,Post-Tx Stds\ACR Post Std43.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,5,NULL
0-11172-11246-11252,11172,11246,11252,3,0,1,,0,ADP,0,0,0,1,0,0,1,M,Post-Tx Stds\ACR Post Std43.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,5,6,NULL
0-11172-11246-11253,11172,11246,11253,2,0,1,,0,ADP,0,0,0,1,0,0,1,M,Post-Tx Stds\ACR Post Std43.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,5,NULL
0-11172-11246-11254,11172,11246,11254,2,0,1,,0,ADP,0,0,0,1,0,0,1,M,Post-Tx Stds\ACR Post Std43.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,5,NULL
0-11172-11246-11255,11172,11246,11255,2,0,1,,0,ADPR,0,1,0,0,0,0,1,M,Post-Tx Stds\ACR Post Std43.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,5,NULL
0-11172-11246-11256,11172,11246,11256,2,0,1,,0,ADP,0,0,0,1,0,0,1,M,Post-Tx Stds\ACR Post Std43.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,5,NULL
0-11172-11246-11257,11172,11246,11257,2,0,1,,0,ADP,0,0,0,1,0,0,1,M,Post-Tx Stds\ACR Post Std43.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,5,NULL
0-11172-11246-11258,11172,11246,11258,2,0,1,,0,ADP,0,0,0,1,0,0,1,M,Post-Tx Stds\ACR Post Std43.htm,Post-Tx Stds\ACRO Post Std1.htm,,,,,,,,4,5,NULL
0-11172-11246-11259,11172,11246,11259,2,0,1,,0,ADP,0,0,0,1,0,0,1,M,,,,,,,,,,4,5,NULL
0-11172-11246-11260,11172,11246,11260,2,0,1,,0,ADP,0,0,0,1,0,0,1,M,Post-Tx Stds\ACR Post Std43.htm,,,,,,,,,4,4,NULL
0-11172-11246-11261,11172,11246,11261,1,0,1,,1,ADP,0,0,0,1,0,0,1,M,,,,,,,,,,1,1,NULL
0-11172-11246-11262,11172,11246,11262,2,0,1,,1,ADP,0,0,0,0,0,0,1,M,,,,,,,,,,1,1,NULL
0-11172-11246-11263,11172,11246,11263,3,0,1,,1,ADP,0,0,0,0,0,0,1,M,,,,,,,,,,1,1,NULL
0-11172-11246-11264,11172,11246,11264,4,0,1,,1,ADP,0,0,0,0,0,0,1,M,,,,,,,,,,1,1,NULL
0-11172-11246-11265,11172,11246,11265,5,0,1,,1,ADP,0,0,0,0,0,0,1,M,,,,,,,,,,1,1,NULL
0-11172-12647-12648,11172,12647,12648,3,0,1,,0,AP,0,0,0,0,0,0,1,DP,,,,,,,,,,3,5,NULL
0-11172-12647-12649,11172,12647,12649,3,0,1,,0,AP,0,0,0,1,0,0,1,DP,,,,,,,,,,3,5,NULL
0-11172-12647-12650,11172,12647,12650,3,0,1,,0,AP,0,0,0,1,0,0,1,DP,,,,,,,,,,3,5,NULL
0-11172-12647-12651,11172,12647,12651,3,0,1,,0,AP,0,0,0,1,0,0,1,DP,,,,,,,,,,3,5,NULL
0-11172-12647-12652,11172,12647,12652,3,0,1,,0,A,0,0,0,0,0,0,1,DP,,,,,,,,,,3,5,NULL
0-11172-12647-12653,11172,12647,12653,3,0,1,,0,A,0,0,0,0,0,0,1,DP,,,,,,,,,,3,5,NULL
0-11172-12647-12654,11172,12647,12654,4,0,1,,0,A,0,0,0,0,0,0,1,DP,,,,,,,,,,3,6,NULL
0-11172-12647-12656,11172,12647,12656,1,0,1,,1,AP,0,0,0,1,0,0,1,DP,,,,,,,,,,1,1,NULL
0-11172-12647-12657,11172,12647,12657,2,0,1,,1,AP,0,0,0,0,0,0,1,DP,,,,,,,,,,1,1,NULL
0-11172-12647-12658,11172,12647,12658,3,0,1,,1,A,0,0,0,0,0,0,1,DP,,,,,,,,,,1,1,NULL
